"ITTER107","Territorio","TIPO_DATO15","Funzioni biometriche","SEXISTAT1","Sesso","ETA1","Età e classi di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2015","2015",9.17904,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2016","2016",8.83416,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2004","2004",11.80235,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2005","2005",11.57174,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2006","2006",11.54501,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2007","2007",10.73505,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2008","2008",10.62347,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2009","2009",10.86318,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2010","2010",10.24503,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2011","2011",10.16219,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2012","2012",10.46979,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2013","2013",10.44371,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2014","2014",10.30542,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2015","2015",10.57132,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2016","2016",10.36316,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2004","2004",22.18728,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2005","2005",21.51387,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2006","2006",19.84877,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2007","2007",20.18111,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2008","2008",18.55881,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2009","2009",18.64377,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2010","2010",18.371,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2011","2011",18.40399,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2012","2012",18.33115,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2013","2013",18.18214,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2014","2014",16.78403,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2015","2015",16.96796,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y70","70 anni","2016","2016",16.05707,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2004","2004",24.81027,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2005","2005",23.63576,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2006","2006",22.13342,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2007","2007",22.23678,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2008","2008",20.92743,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2009","2009",20.4238,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2010","2010",20.14413,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2011","2011",20.32685,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2012","2012",19.93539,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2013","2013",20.38235,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2014","2014",19.40714,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2015","2015",19.03503,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y71","71 anni","2016","2016",18.41259,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2004","2004",14.72746,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2005","2005",14.73008,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2006","2006",14.69575,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2007","2007",14.01455,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2008","2008",13.76055,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2009","2009",14.00378,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2010","2010",12.95396,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2011","2011",12.32059,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2012","2012",12.51373,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2013","2013",12.70201,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2014","2014",12.19497,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2015","2015",13.02399,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2016","2016",12.84788,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2004","2004",6.91738,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2005","2005",6.90845,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2006","2006",6.9501,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2007","2007",7.02161,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2008","2008",6.94211,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2009","2009",6.86166,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2010","2010",6.61856,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2011","2011",6.30311,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2012","2012",6.3007,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2013","2013",6.52332,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2014","2014",6.22876,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2015","2015",6.51574,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y66","66 anni","2016","2016",6.24443,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2004","2004",10.92619,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2005","2005",10.05173,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2006","2006",9.73225,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2007","2007",9.0225,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2008","2008",8.78612,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2009","2009",8.53169,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2010","2010",8.97505,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2011","2011",8.6999,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2012","2012",8.91906,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2013","2013",8.59137,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2014","2014",8.30193,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2015","2015",8.70731,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2016","2016",7.65303,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2004","2004",15.27919,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2005","2005",14.32418,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2006","2006",14.6254,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2007","2007",14.13156,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2008","2008",14.04112,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2009","2009",14.00203,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2010","2010",13.47508,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2011","2011",13.05359,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2012","2012",12.83628,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2013","2013",12.35155,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2014","2014",12.08411,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2015","2015",12.03232,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y66","66 anni","2016","2016",11.62932,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2004","2004",10.85521,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2005","2005",10.30708,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2006","2006",9.97706,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2007","2007",9.56554,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2008","2008",9.51461,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2009","2009",9.73232,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2010","2010",9.4996,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2011","2011",9.36166,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2012","2012",9.44517,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2013","2013",9.58366,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2014","2014",9.30952,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2015","2015",9.57798,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2016","2016",9.04272,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2004","2004",8.82243,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2005","2005",8.44217,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2006","2006",8.15531,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2007","2007",7.95187,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2008","2008",7.97938,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2009","2009",8.10508,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2010","2010",8.00676,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2011","2011",7.70689,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2012","2012",7.59068,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2013","2013",7.89448,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2014","2014",7.40869,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2015","2015",7.69111,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y68","68 anni","2016","2016",7.05013,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2004","2004",5.95766,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2005","2005",5.68074,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2006","2006",5.77206,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2007","2007",5.81215,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2008","2008",5.72445,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2009","2009",5.79335,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2010","2010",5.22299,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2011","2011",5.17995,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2012","2012",5.55461,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2013","2013",5.89252,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2014","2014",5.54054,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2015","2015",5.8579,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2016","2016",5.35836,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2004","2004",32.059,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2005","2005",31.64,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2006","2006",29.6512,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2007","2007",28.45664,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2008","2008",27.64726,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2009","2009",27.0955,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2010","2010",25.26131,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2011","2011",23.90957,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2012","2012",24.09293,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2013","2013",23.6486,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2014","2014",23.26088,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2015","2015",23.87289,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y73","73 anni","2016","2016",23.6495,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2004","2004",10.75628,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2005","2005",10.36339,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2006","2006",9.87783,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2007","2007",9.82967,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2008","2008",9.66715,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2009","2009",9.46203,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2010","2010",9.27774,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2011","2011",9.53608,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2012","2012",9.40444,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2013","2013",10.00658,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2014","2014",9.07598,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2015","2015",9.57609,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y70","70 anni","2016","2016",8.77648,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2004","2004",54.3868,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2005","2005",54.89347,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2006","2006",51.89531,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2007","2007",52.66396,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2008","2008",50.93977,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2009","2009",50.61718,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2010","2010",47.64827,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2011","2011",49.34519,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2012","2012",46.99025,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2013","2013",45.88997,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2014","2014",44.76499,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2015","2015",45.01822,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y78","78 anni","2016","2016",41.76044,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2004","2004",12.16423,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2005","2005",11.68246,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2006","2006",10.75335,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2007","2007",11.00157,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2008","2008",10.95531,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2009","2009",10.69825,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2010","2010",9.91622,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2011","2011",10.52058,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2012","2012",10.29906,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2013","2013",11.22529,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2014","2014",10.39822,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2015","2015",10.70303,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y71","71 anni","2016","2016",9.75323,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2004","2004",15.25733,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2005","2005",14.99399,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2006","2006",14.27624,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2007","2007",13.7828,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2008","2008",14.14889,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2009","2009",13.95877,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2010","2010",12.65703,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2011","2011",12.54396,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2012","2012",12.86023,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2013","2013",12.95162,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2014","2014",12.78686,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2015","2015",13.88247,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y73","73 anni","2016","2016",12.91214,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2004","2004",43.9712,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2005","2005",42.91899,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2006","2006",41.01221,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2007","2007",39.43279,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2008","2008",39.58515,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2009","2009",38.39753,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2010","2010",36.1813,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2011","2011",34.61257,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2012","2012",34.13362,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2013","2013",32.11703,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2014","2014",30.30788,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2015","2015",31.79355,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y76","76 anni","2016","2016",31.19222,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y65","65 anni","2004","2004",13.83841,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y65","65 anni","2005","2005",13.5818,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y65","65 anni","2006","2006",13.42511,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y65","65 anni","2007","2007",12.96465,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y65","65 anni","2008","2008",13.1106,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y65","65 anni","2009","2009",12.88229,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y65","65 anni","2010","2010",12.2164,,
